0,38732.05859375,38732.05859375
1,77380.1796875,38648.12109375
2,114826.7109375,37446.53125
3,146511.1875,31684.4765625
4,174433.09375,27921.90625
5,201032.28125,26599.1875
6,227136.53125,26104.25
7,253158.484375,26021.953125
8,278910.5625,25752.078125
9,304715.25,25804.6875
10,330165.21875,25449.96875
11,355405.40625,25240.1875
12,380293.34375,24887.9375
13,404777.6875,24484.34375
14,428787.0,24009.3125
15,452045.71875,23258.71875
16,474745.4375,22699.71875
17,497033.59375,22288.15625
18,518746.84375,21713.25
19,540054.1875,21307.34375
20,560944.75,20890.5625
21,581361.1875,20416.4375
22,601376.5,20015.3125
23,620842.8125,19466.3125
24,639932.9375,19090.125
25,658620.625,18687.6875
26,676901.3125,18280.6875
27,694917.75,18016.4375
28,712610.5,17692.75
29,729709.5,17099.0
30,746842.3125,17132.8125
31,763587.0625,16744.75
32,780121.5,16534.4375
33,796233.4375,16111.9375
34,812167.25,15933.8125
35,828023.4375,15856.1875
36,843455.875,15432.4375
37,858820.6875,15364.8125
38,873909.375,15088.6875
39,888805.0625,14895.6875
40,903531.0,14725.9375
41,918150.8125,14619.8125
42,932467.4375,14316.625
43,946749.5,14282.0625
44,960861.4375,14111.9375
45,974531.9375,13670.5
46,988273.0625,13741.125
47,1001936.1875,13663.125
48,1015568.625,13632.4375
49,1028936.0625,13367.4375
50,1042286.75,13350.6875
51,1055246.875,12960.125
52,1068065.625,12818.75
53,1080970.625,12905.0
54,1093743.375,12772.75
55,1106335.75,12592.375
56,1118840.375,12504.625
57,1131327.75,12487.375
58,1143741.0,12413.25
59,1156067.125,12326.125
60,1168504.0,12436.875
61,1180749.375,12245.375
62,1192854.125,12104.75
63,1204965.75,12111.625
64,1217129.5,12163.75
65,1229339.75,12210.25
66,1241406.75,12067.0
67,1253480.5,12073.75
68,1265570.375,12089.875
69,1277713.0,12142.625
0,38732.05859375,38732.05859375
1,77380.1796875,38648.12109375
2,114826.7109375,37446.53125
3,146511.1875,31684.4765625
4,174433.09375,27921.90625
5,201032.28125,26599.1875
6,227136.53125,26104.25
7,253158.484375,26021.953125
8,278910.5625,25752.078125
9,304715.25,25804.6875
10,330165.21875,25449.96875
11,355405.40625,25240.1875
12,380293.34375,24887.9375
13,404777.6875,24484.34375
14,428787.0,24009.3125
15,452045.71875,23258.71875
16,474745.4375,22699.71875
17,497033.59375,22288.15625
18,518746.84375,21713.25
19,540054.1875,21307.34375
20,560944.75,20890.5625
21,581361.1875,20416.4375
22,601376.5,20015.3125
23,620842.8125,19466.3125
24,639932.9375,19090.125
25,658620.625,18687.6875
26,676901.3125,18280.6875
27,694917.75,18016.4375
28,712610.5,17692.75
29,729709.5,17099.0
30,746842.3125,17132.8125
31,763587.0625,16744.75
32,780121.5,16534.4375
33,796233.4375,16111.9375
34,812167.25,15933.8125
35,828023.4375,15856.1875
36,843455.875,15432.4375
37,858820.6875,15364.8125
38,873909.375,15088.6875
39,888805.0625,14895.6875
40,903531.0,14725.9375
41,918150.8125,14619.8125
42,932467.4375,14316.625
43,946749.5,14282.0625
44,960861.4375,14111.9375
45,974531.9375,13670.5
46,988273.0625,13741.125
47,1001936.1875,13663.125
48,1015568.625,13632.4375
49,1028936.0625,13367.4375
50,1042286.75,13350.6875
51,1055246.875,12960.125
52,1068065.625,12818.75
53,1080970.625,12905.0
54,1093743.375,12772.75
55,1106335.75,12592.375
56,1118840.375,12504.625
57,1131327.75,12487.375
58,1143741.0,12413.25
59,1156067.125,12326.125
60,1168504.0,12436.875
61,1180749.375,12245.375
62,1192854.125,12104.75
63,1204965.75,12111.625
64,1217129.5,12163.75
65,1229339.75,12210.25
66,1241406.75,12067.0
67,1253480.5,12073.75
68,1265570.375,12089.875
69,1277713.0,12142.625
